date,channel,revenue,orders,spend_channel_gbp,cac_proxy_channel
2025-02-14,Organic,2558.23,31,617.14,19.91
2025-02-14,Paid Search,4701.22,65,951.42,14.64
2025-02-14,Paid Social,3526.4,46,581.14,12.63
2025-02-15,Affiliates,324.53,10,133.06,13.31
2025-02-15,Email,1161.28,15,173.71,11.58
2025-02-15,Organic,4051.38,63,500.81,7.95
2025-02-15,Paid Search,4132.89,61,615.39,10.09
2025-02-15,Paid Social,1436.2,25,425.04,17.0
2025-02-16,Affiliates,1001.51,16,105.18,6.57
2025-02-16,Email,2041.18,22,220.89,10.04
2025-02-16,Organic,2586.33,39,410.22,10.52
2025-02-16,Paid Search,4420.23,64,592.53,9.26
2025-02-16,Paid Social,3961.06,45,424.24,9.43
2025-02-17,Affiliates,287.93,6,105.32,17.55
2025-02-17,Email,1238.34,16,187.04,11.69
2025-02-17,Organic,1889.89,40,452.16,11.3
2025-02-17,Paid Search,3163.94,42,635.57,15.13
2025-02-17,Paid Social,2962.13,46,435.82,9.47
2025-02-18,Affiliates,241.82,5,116.19,23.24
2025-02-18,Email,972.0999999999999,9,130.51,14.5
2025-02-18,Organic,3186.66,48,447.24,9.32
2025-02-18,Paid Search,5365.41,63,541.14,8.59
2025-02-18,Paid Social,3012.1,41,356.52,8.7
2025-02-19,Affiliates,917.75,11,156.08,14.19
2025-02-19,Email,1567.4,20,231.82,11.59
2025-02-19,Organic,2940.64,34,548.57,16.13
2025-02-19,Paid Search,4454.77,58,757.44,13.06
2025-02-19,Paid Social,3390.35,37,601.36,16.25
2025-02-20,Affiliates,793.46,9,158.38,17.6
2025-02-20,Email,1411.96,17,156.56,9.21
2025-02-20,Organic,2952.12,44,458.74,10.43
2025-02-20,Paid Search,4712.11,65,582.53,8.96
2025-02-20,Paid Social,2459.42,37,464.2,12.55
2025-02-21,Affiliates,1197.38,14,98.11,7.01
2025-02-21,Email,1393.33,23,144.76,6.29
2025-02-21,Organic,3190.93,42,397.27,9.46
2025-02-21,Paid Search,3944.09,57,567.77,9.96
2025-02-21,Paid Social,2475.42,35,400.49,11.44
2025-02-22,Affiliates,939.99,14,174.74,12.48
2025-02-22,Email,837.72,11,181.82,16.53
2025-02-22,Organic,3176.18,42,621.03,14.79
2025-02-22,Paid Search,3402.02,58,805.22,13.88
2025-02-22,Paid Social,3927.98,53,578.53,10.92
2025-02-23,Affiliates,824.37,13,159.59,12.28
2025-02-23,Email,1403.74,19,247.73,13.04
2025-02-23,Organic,2744.68,37,564.53,15.26
2025-02-23,Paid Search,4952.82,70,821.79,11.74
2025-02-23,Paid Social,4287.96,49,588.35,12.01
2025-02-24,Affiliates,1518.27,11,100.46,9.13
2025-02-24,Email,884.88,14,163.83,11.7
2025-02-24,Organic,2542.98,31,392.58,12.66
2025-02-24,Paid Search,3113.83,46,525.5,11.42
2025-02-24,Paid Social,1173.88,18,363.21,20.18
2025-02-25,Affiliates,571.57,8,105.31,13.16
2025-02-25,Email,1084.8600000000001,13,183.32,14.1
2025-02-25,Organic,4648.27,68,520.7,7.66
2025-02-25,Paid Search,4940.68,71,678.67,9.56
2025-02-25,Paid Social,3037.06,37,462.2,12.49
2025-02-26,Affiliates,580.86,10,145.65,14.57
2025-02-26,Email,667.69,11,215.21,19.56
2025-02-26,Organic,3719.92,49,567.38,11.58
2025-02-26,Paid Search,2644.57,39,702.16,18.0
2025-02-26,Paid Social,2991.69,41,543.47,13.26
2025-02-27,Affiliates,914.8,9,124.51,13.83
2025-02-27,Email,2060.73,21,236.56,11.26
2025-02-27,Organic,2364.8,35,504.25,14.41
2025-02-27,Paid Search,4726.16,72,632.91,8.79
2025-02-27,Paid Social,4261.83,56,576.88,10.3
2025-02-28,Affiliates,840.4499999999999,8,120.91,15.11
2025-02-28,Email,1440.22,23,204.3,8.88
2025-02-28,Organic,2706.61,38,542.02,14.26
2025-02-28,Paid Search,4259.39,64,698.37,10.91
2025-02-28,Paid Social,3851.95,50,519.09,10.38
2025-03-01,Affiliates,703.85,12,181.27,15.11
2025-03-01,Email,1717.06,21,256.56,12.22
2025-03-01,Organic,4640.6,60,741.81,12.36
2025-03-01,Paid Search,5667.29,72,878.46,12.2
2025-03-01,Paid Social,4526.2,62,730.65,11.78
2025-03-02,Affiliates,555.71,7,247.06,35.29
2025-03-02,Email,1009.96,15,331.49,22.1
2025-03-02,Organic,2047.99,27,794.33,29.42
2025-03-02,Paid Search,4658.99,61,1132.08,18.56
2025-03-02,Paid Social,2627.9900000000002,35,622.33,17.78
2025-03-03,Affiliates,600.04,7,129.6,18.51
2025-03-03,Email,788.3,13,225.76,17.37
2025-03-03,Organic,2257.78,33,510.05,15.46
2025-03-03,Paid Search,3629.53,47,712.81,15.17
2025-03-03,Paid Social,2971.87,34,512.14,15.06
2025-03-04,Affiliates,767.0200000000001,10,105.98,10.6
2025-03-04,Email,999.62,16,182.42,11.4
2025-03-04,Organic,3260.6,45,427.39,9.5
2025-03-04,Paid Search,3851.18,55,568.11,10.33
2025-03-04,Paid Social,3140.08,49,453.45,9.25
2025-03-05,Affiliates,608.64,12,148.25,12.35
2025-03-05,Email,797.67,10,192.73,19.27
2025-03-05,Organic,2065.65,33,518.89,15.72
2025-03-05,Paid Search,4926.7300000000005,65,753.97,11.6
2025-03-05,Paid Social,2607.6,36,504.06,14.0
2025-03-06,Affiliates,862.92,13,174.64,13.43
2025-03-06,Email,1216.7,16,208.66,13.04
2025-03-06,Organic,3199.02,44,603.29,13.71
2025-03-06,Paid Search,3655.82,54,782.46,14.49
2025-03-06,Paid Social,2584.78,38,498.96,13.13
2025-03-07,Affiliates,1101.63,13,161.42,12.42
2025-03-07,Email,711.8000000000001,13,224.68,17.28
2025-03-07,Organic,3383.99,44,512.62,11.65
2025-03-07,Paid Search,4791.45,67,706.76,10.55
2025-03-07,Paid Social,3589.66,54,575.88,10.66
2025-03-08,Affiliates,600.74,12,165.74,13.81
2025-03-08,Email,2002.43,23,240.85,10.47
2025-03-08,Organic,4918.72,68,637.08,9.37
2025-03-08,Paid Search,4261.99,60,914.18,15.24
2025-03-08,Paid Social,2979.44,46,631.9,13.74
2025-03-09,Affiliates,1017.4200000000001,14,252.01,18.0
2025-03-09,Email,875.51,16,324.47,20.28
2025-03-09,Organic,3175.79,43,752.89,17.51
2025-03-09,Paid Search,3273.32,44,1023.81,23.27
2025-03-09,Paid Social,3944.54,59,796.99,13.51
2025-03-10,Affiliates,761.22,8,112.03,14.0
2025-03-10,Email,1029.53,18,158.44,8.8
2025-03-10,Organic,2463.88,37,392.1,10.6
2025-03-10,Paid Search,4055.52,58,529.74,9.13
2025-03-10,Paid Social,3089.87,42,408.1,9.72
2025-03-11,Affiliates,1740.6,17,159.78,9.4
2025-03-11,Email,1440.8,20,210.34,10.52
2025-03-11,Organic,2412.29,35,475.29,13.58
2025-03-11,Paid Search,5031.3,70,643.16,9.19
2025-03-11,Paid Social,3972.42,62,533.95,8.61
2025-03-12,Affiliates,730.9499999999999,10,178.06,17.81
2025-03-12,Email,810.02,13,279.42,21.49
2025-03-12,Organic,4261.98,47,704.03,14.98
2025-03-12,Paid Search,5758.9,71,999.88,14.08
2025-03-12,Paid Social,3196.86,39,578.01,14.82
2025-03-13,Affiliates,882.9599999999999,15,161.38,10.76
2025-03-13,Email,1104.34,14,183.57,13.11
2025-03-13,Organic,2918.15,37,451.87,12.21
2025-03-13,Paid Search,4111.53,54,710.08,13.15
2025-03-13,Paid Social,2803.38,40,510.37,12.76
2025-03-14,Affiliates,1190.47,19,210.49,11.08
2025-03-14,Email,2205.2,29,292.21,10.08
2025-03-14,Organic,4174.83,49,567.08,11.57
2025-03-14,Paid Search,6342.58,83,832.04,10.02
2025-03-14,Paid Social,4548.97,49,574.51,11.72
2025-03-15,Affiliates,706.4300000000001,11,163.6,14.87
2025-03-15,Email,822.86,18,244.1,13.56
2025-03-15,Organic,5167.32,63,682.96,10.84
2025-03-15,Paid Search,4794.43,55,836.18,15.2
2025-03-15,Paid Social,3423.02,51,669.98,13.14
2025-03-16,Affiliates,772.99,14,176.96,12.64
2025-03-16,Email,1458.33,16,283.7,17.73
2025-03-16,Organic,3805.35,53,676.95,12.77
2025-03-16,Paid Search,6825.04,88,988.74,11.24
2025-03-16,Paid Social,4004.87,55,682.57,12.41
2025-03-17,Affiliates,1910.67,25,195.14,7.81
2025-03-17,Email,1383.81,18,295.58,16.42
2025-03-17,Organic,4144.57,52,728.9,14.02
2025-03-17,Paid Search,5143.56,69,944.12,13.68
2025-03-17,Paid Social,3688.44,55,705.94,12.84
2025-03-18,Affiliates,1175.8700000000001,16,171.43,10.71
2025-03-18,Email,596.13,10,229.34,22.93
2025-03-18,Organic,3091.74,44,569.88,12.95
2025-03-18,Paid Search,3972.78,65,799.22,12.3
2025-03-18,Paid Social,3768.02,49,546.71,11.16
2025-03-19,Affiliates,676.57,12,146.18,12.18
2025-03-19,Email,1184.43,19,174.79,9.2
2025-03-19,Organic,3193.62,43,413.13,9.61
2025-03-19,Paid Search,3851.98,46,506.88,11.02
2025-03-19,Paid Social,2803.42,34,347.98,10.23
2025-03-20,Affiliates,734.6,9,142.7,15.86
2025-03-20,Email,1007.57,13,220.9,16.99
2025-03-20,Organic,2276.4900000000002,36,471.12,13.09
2025-03-20,Paid Search,4469.8,57,621.65,10.91
2025-03-20,Paid Social,3547.86,48,498.49,10.39
2025-03-21,Affiliates,1018.24,14,234.24,16.73
2025-03-21,Email,1100.59,16,287.62,17.98
2025-03-21,Organic,2478.03,40,702.73,17.57
2025-03-21,Paid Search,4691.43,65,1079.3,16.6
2025-03-21,Paid Social,3957.46,46,661.22,14.37
2025-03-22,Affiliates,1156.87,15,139.2,9.28
2025-03-22,Email,1306.34,19,191.87,10.1
2025-03-22,Organic,3165.08,37,408.18,11.03
2025-03-22,Paid Search,3415.3,56,620.74,11.08
2025-03-22,Paid Social,2749.9,40,521.05,13.03
2025-03-23,Affiliates,795.77,9,173.39,19.27
2025-03-23,Email,948.4000000000001,18,247.34,13.74
2025-03-23,Organic,2921.19,40,604.32,15.11
2025-03-23,Paid Search,3554.5,49,928.16,18.94
2025-03-23,Paid Social,2553.9900000000002,33,596.67,18.08
2025-03-24,Affiliates,629.17,10,93.71,9.37
2025-03-24,Email,511.86,8,130.67,16.33
2025-03-24,Organic,1697.28,25,329.98,13.2
2025-03-24,Paid Search,2097.9,32,414.45,12.95
2025-03-24,Paid Social,2366.53,29,351.1,12.11
2025-03-25,Affiliates,759.76,15,134.71,8.98
2025-03-25,Email,813.1,15,153.71,10.25
2025-03-25,Organic,2654.94,36,447.31,12.43
2025-03-25,Paid Search,3641.23,51,611.38,11.99
2025-03-25,Paid Social,2982.28,35,379.96,10.86
2025-03-26,Affiliates,991.84,11,180.75,16.43
2025-03-26,Email,1186.99,18,246.02,13.67
2025-03-26,Organic,2710.38,40,635.14,15.88
2025-03-26,Paid Search,5258.62,66,840.99,12.74
2025-03-26,Paid Social,3792.59,50,607.52,12.15
2025-03-27,Affiliates,918.34,12,157.09,13.09
2025-03-27,Email,929.4499999999999,16,219.05,13.69
2025-03-27,Organic,3078.55,40,537.66,13.44
2025-03-27,Paid Search,3469.54,49,739.01,15.08
2025-03-27,Paid Social,2883.6,44,559.79,12.72
2025-03-28,Affiliates,894.5,15,155.12,10.34
2025-03-28,Email,1404.5,20,217.17,10.86
2025-03-28,Organic,3191.45,43,488.11,11.35
2025-03-28,Paid Search,4905.03,68,728.02,10.71
2025-03-28,Paid Social,3644.18,50,479.83,9.6
2025-03-29,Affiliates,1682.54,25,169.37,6.77
2025-03-29,Email,1092.6399999999999,16,194.46,12.15
2025-03-29,Organic,3199.2,44,495.56,11.26
2025-03-29,Paid Search,4532.47,57,715.12,12.55
2025-03-29,Paid Social,3054.2400000000002,42,516.47,12.3
2025-03-30,Affiliates,1209.04,13,110.7,8.52
2025-03-30,Email,1921.6299999999999,18,154.3,8.57
2025-03-30,Organic,2459.92,34,417.63,12.28
2025-03-30,Paid Search,5786.05,74,581.99,7.86
2025-03-30,Paid Social,3456.39,39,412.59,10.58
2025-03-31,Affiliates,1004.0699999999999,16,188.09,11.76
2025-03-31,Email,1776.86,22,241.83,10.99
2025-03-31,Organic,4271.83,54,586.25,10.86
2025-03-31,Paid Search,4634.08,64,803.65,12.56
2025-03-31,Paid Social,3524.8,50,622.89,12.46
2025-04-01,Affiliates,980.42,13,153.37,11.8
2025-04-01,Email,1291.22,19,199.59,10.5
2025-04-01,Organic,3315.78,49,491.61,10.03
2025-04-01,Paid Search,5710.59,82,745.82,9.1
2025-04-01,Paid Social,4326.58,46,510.52,11.1
2025-04-02,Affiliates,556.09,7,120.05,17.15
2025-04-02,Email,1133.22,18,160.07,8.89
2025-04-02,Organic,3232.15,44,421.84,9.59
2025-04-02,Paid Search,3461.63,53,600.25,11.33
2025-04-02,Paid Social,2769.93,33,365.15,11.07
2025-04-03,Affiliates,526.97,9,161.37,17.93
2025-04-03,Email,977.7,15,214.43,14.3
2025-04-03,Organic,2928.81,38,510.64,13.44
2025-04-03,Paid Search,3515.59,60,780.33,13.01
2025-04-03,Paid Social,2121.81,28,543.8,19.42
2025-04-04,Affiliates,948.38,13,165.84,12.76
2025-04-04,Email,1485.45,23,247.55,10.76
2025-04-04,Organic,2699.88,37,521.55,14.1
2025-04-04,Paid Search,3355.58,58,814.77,14.05
2025-04-04,Paid Social,5201.66,63,653.74,10.38
2025-04-05,Affiliates,2078.15,33,179.85,5.45
2025-04-05,Email,2153.75,28,279.0,9.96
2025-04-05,Organic,4606.73,59,553.38,9.38
2025-04-05,Paid Search,5087.84,74,760.9,10.28
2025-04-05,Paid Social,3508.48,60,532.63,8.88
2025-04-06,Affiliates,1301.8,16,190.91,11.93
2025-04-06,Email,1137.32,18,236.83,13.16
2025-04-06,Organic,2204.87,30,579.98,19.33
2025-04-06,Paid Search,3558.63,49,804.73,16.42
2025-04-06,Paid Social,2409.65,32,604.15,18.88
2025-04-07,Affiliates,941.98,13,168.21,12.94
2025-04-07,Email,1292.43,16,196.99,12.31
2025-04-07,Organic,2973.61,43,564.4,13.13
2025-04-07,Paid Search,3499.42,59,768.03,13.02
2025-04-07,Paid Social,3432.31,48,515.71,10.74
2025-04-08,Affiliates,608.32,9,123.02,13.67
2025-04-08,Email,1252.23,20,203.07,10.15
2025-04-08,Organic,2609.94,43,503.78,11.72
2025-04-08,Paid Search,5449.13,69,642.41,9.31
2025-04-08,Paid Social,3091.0,45,480.34,10.67
2025-04-09,Affiliates,518.86,7,157.55,22.51
2025-04-09,Email,1718.16,23,255.18,11.09
2025-04-09,Organic,1616.37,24,517.02,21.54
2025-04-09,Paid Search,4425.21,63,767.77,12.19
2025-04-09,Paid Social,2870.48,49,521.46,10.64
2025-04-10,Affiliates,363.04999999999995,4,137.61,34.4
2025-04-10,Email,967.72,16,228.53,14.28
2025-04-10,Organic,2943.82,41,636.45,15.52
2025-04-10,Paid Search,3462.75,38,835.49,21.99
2025-04-10,Paid Social,1749.33,24,619.25,25.8
2025-04-11,Affiliates,486.44,11,210.09,19.1
2025-04-11,Email,552.12,12,251.09,20.92
2025-04-11,Organic,4255.87,51,691.78,13.56
2025-04-11,Paid Search,4098.35,59,784.01,13.29
2025-04-11,Paid Social,2615.59,34,625.16,18.39
2025-04-12,Affiliates,1176.35,17,188.35,11.08
2025-04-12,Email,972.0699999999999,14,297.11,21.22
2025-04-12,Organic,3179.51,47,639.32,13.6
2025-04-12,Paid Search,5241.21,73,915.2,12.54
2025-04-12,Paid Social,2444.85,40,612.79,15.32
2025-04-13,Affiliates,829.65,15,141.22,9.41
2025-04-13,Email,2141.86,31,224.67,7.25
2025-04-13,Organic,4672.32,69,537.07,7.78
2025-04-13,Paid Search,3972.81,73,678.29,9.29
2025-04-13,Paid Social,3247.2,50,558.47,11.17
2025-04-14,Affiliates,947.0799999999999,14,152.63,10.9
2025-04-14,Email,2360.69,33,235.0,7.12
2025-04-14,Organic,3869.4,57,625.05,10.97
2025-04-14,Paid Search,4348.78,59,826.13,14.0
2025-04-14,Paid Social,3324.9900000000002,46,583.86,12.69
2025-04-15,Affiliates,1075.34,11,172.49,15.68
2025-04-15,Email,1674.01,22,250.47,11.38
2025-04-15,Organic,3010.16,43,555.28,12.91
2025-04-15,Paid Search,4925.04,69,857.74,12.43
2025-04-15,Paid Social,2363.47,40,526.93,13.17
2025-04-16,Affiliates,1435.13,17,150.27,8.84
2025-04-16,Email,1724.3899999999999,20,208.82,10.44
2025-04-16,Organic,3110.7400000000002,40,470.34,11.76
2025-04-16,Paid Search,3110.47,43,653.79,15.2
2025-04-16,Paid Social,2849.52,33,468.38,14.19
2025-04-17,Affiliates,1032.45,15,124.29,8.29
2025-04-17,Email,2270.44,22,220.05,10.0
2025-04-17,Organic,3839.17,57,519.56,9.12
2025-04-17,Paid Search,5577.2300000000005,77,707.01,9.18
2025-04-17,Paid Social,2491.77,37,466.59,12.61
2025-04-18,Affiliates,793.42,9,156.02,17.34
2025-04-18,Email,1227.27,20,219.41,10.97
2025-04-18,Organic,3205.4,55,655.79,11.92
2025-04-18,Paid Search,7022.47,84,838.63,9.98
2025-04-18,Paid Social,3123.19,40,568.03,14.2
2025-04-19,Affiliates,710.38,9,142.9,15.88
2025-04-19,Email,2002.32,27,294.37,10.9
2025-04-19,Organic,3036.64,44,740.2,16.82
2025-04-19,Paid Search,4803.54,65,971.69,14.95
2025-04-19,Paid Social,3017.14,40,708.76,17.72
2025-04-20,Affiliates,647.46,11,111.48,10.13
2025-04-20,Email,973.03,14,158.51,11.32
2025-04-20,Organic,2166.23,25,438.96,17.56
2025-04-20,Paid Search,4196.37,63,609.67,9.68
2025-04-20,Paid Social,2264.7,35,423.28,12.09
2025-04-21,Affiliates,622.48,10,208.05,20.8
2025-04-21,Email,909.61,13,274.63,21.13
2025-04-21,Organic,3493.06,48,696.28,14.51
2025-04-21,Paid Search,4100.18,46,857.17,18.63
2025-04-21,Paid Social,2844.59,36,737.89,20.5
2025-04-22,Affiliates,437.51,7,164.27,23.47
2025-04-22,Email,1296.97,15,234.67,15.64
2025-04-22,Organic,2027.8500000000001,29,623.18,21.49
2025-04-22,Paid Search,4126.74,45,949.12,21.09
2025-04-22,Paid Social,1686.96,27,636.22,23.56
2025-04-23,Affiliates,1559.02,16,131.64,8.23
2025-04-23,Email,2029.56,31,238.32,7.69
2025-04-23,Organic,3797.72,54,615.09,11.39
2025-04-23,Paid Search,4001.8,60,710.41,11.84
2025-04-23,Paid Social,3190.29,45,574.23,12.76
2025-04-24,Affiliates,1018.75,8,135.41,16.93
2025-04-24,Email,1532.9,22,207.34,9.42
2025-04-24,Organic,2521.14,36,497.2,13.81
2025-04-24,Paid Search,4020.68,57,759.55,13.33
2025-04-24,Paid Social,2614.47,39,516.24,13.24
2025-04-25,Affiliates,495.89,9,147.21,16.36
2025-04-25,Email,2494.52,27,282.73,10.47
2025-04-25,Organic,3682.06,39,560.8,14.38
2025-04-25,Paid Search,4062.58,55,773.43,14.06
2025-04-25,Paid Social,3427.14,41,572.48,13.96
2025-04-26,Affiliates,638.46,6,118.35,19.72
2025-04-26,Email,1277.48,17,202.27,11.9
2025-04-26,Organic,2461.65,40,514.28,12.86
2025-04-26,Paid Search,4336.28,60,729.46,12.16
2025-04-26,Paid Social,3684.1,48,587.44,12.24
2025-04-27,Affiliates,1131.3899999999999,12,152.71,12.73
2025-04-27,Email,775.77,11,212.87,19.35
2025-04-27,Organic,3295.73,48,573.82,11.95
2025-04-27,Paid Search,3650.47,55,802.89,14.6
2025-04-27,Paid Social,3223.21,47,571.51,12.16
2025-04-28,Affiliates,418.37,9,101.02,11.22
2025-04-28,Email,1037.53,15,163.32,10.89
2025-04-28,Organic,2988.89,40,407.47,10.19
2025-04-28,Paid Search,3500.64,47,567.42,12.07
2025-04-28,Paid Social,3562.4,46,444.51,9.66
2025-04-29,Affiliates,779.73,7,85.89,12.27
2025-04-29,Email,629.71,11,178.13,16.19
2025-04-29,Organic,2204.56,34,408.75,12.02
2025-04-29,Paid Search,2989.28,41,574.16,14.0
2025-04-29,Paid Social,1601.48,26,343.54,13.21
2025-04-30,Affiliates,784.7,14,214.16,15.3
2025-04-30,Email,1239.16,20,277.5,13.88
2025-04-30,Organic,6332.24,78,823.45,10.56
2025-04-30,Paid Search,4750.89,81,1046.66,12.92
2025-04-30,Paid Social,4452.99,56,654.54,11.69
2025-05-01,Affiliates,648.47,11,177.77,16.16
2025-05-01,Email,1448.31,22,226.65,10.3
2025-05-01,Organic,3115.51,36,533.3,14.81
2025-05-01,Paid Search,3637.54,54,784.39,14.53
2025-05-01,Paid Social,1816.83,28,499.97,17.86
2025-05-02,Affiliates,721.77,12,134.01,11.17
2025-05-02,Email,1058.31,12,222.59,18.55
2025-05-02,Organic,3774.28,38,615.52,16.2
2025-05-02,Paid Search,3975.63,55,769.97,14.0
2025-05-02,Paid Social,3989.97,50,529.21,10.58
2025-05-03,Affiliates,900.55,13,172.66,13.28
2025-05-03,Email,1090.59,23,208.14,9.05
2025-05-03,Organic,3294.16,50,603.14,12.06
2025-05-03,Paid Search,8014.62,109,818.37,7.51
2025-05-03,Paid Social,3215.64,42,562.93,13.4
2025-05-04,Affiliates,1054.51,15,129.35,8.62
2025-05-04,Email,894.42,16,191.94,12.0
2025-05-04,Organic,3200.14,41,523.66,12.77
2025-05-04,Paid Search,3775.47,60,711.42,11.86
2025-05-04,Paid Social,4633.83,56,529.92,9.46
2025-05-05,Affiliates,114.12,2,108.81,54.4
2025-05-05,Email,672.64,11,219.72,19.97
2025-05-05,Organic,2955.18,42,512.67,12.21
2025-05-05,Paid Search,5032.39,80,755.4,9.44
2025-05-05,Paid Social,3380.96,49,495.93,10.12
2025-05-06,Affiliates,581.32,11,136.15,12.38
2025-05-06,Email,1099.68,14,227.66,16.26
2025-05-06,Organic,2794.57,50,569.14,11.38
2025-05-06,Paid Search,3101.85,44,781.17,17.75
2025-05-06,Paid Social,2471.72,36,517.81,14.38
2025-05-07,Affiliates,827.39,15,170.49,11.37
2025-05-07,Email,1005.01,17,172.63,10.15
2025-05-07,Organic,2464.0,37,539.19,14.57
2025-05-07,Paid Search,3623.0299999999997,46,713.95,15.52
2025-05-07,Paid Social,2182.9500000000003,36,534.93,14.86
2025-05-08,Affiliates,431.99,8,137.51,17.19
2025-05-08,Email,1058.4,15,209.17,13.94
2025-05-08,Organic,2657.9,31,515.17,16.62
2025-05-08,Paid Search,3961.29,47,627.5,13.35
2025-05-08,Paid Social,2774.39,40,447.38,11.18
2025-05-09,Affiliates,1110.38,18,156.28,8.68
2025-05-09,Email,1672.71,18,220.21,12.23
2025-05-09,Organic,3198.76,55,596.69,10.85
2025-05-09,Paid Search,5452.6,73,821.63,11.26
2025-05-09,Paid Social,2929.42,44,573.01,13.02
2025-05-10,Affiliates,1098.9,13,202.68,15.59
2025-05-10,Email,1299.77,21,258.84,12.33
2025-05-10,Organic,2966.2,44,573.85,13.04
2025-05-10,Paid Search,3712.47,56,825.37,14.74
2025-05-10,Paid Social,3327.52,41,581.18,14.18
2025-05-11,Affiliates,1583.83,19,208.62,10.98
2025-05-11,Email,1373.78,21,228.73,10.89
2025-05-11,Organic,3804.3,55,643.46,11.7
2025-05-11,Paid Search,4544.4,70,816.89,11.67
2025-05-11,Paid Social,3980.64,59,615.81,10.44
2025-05-12,Affiliates,254.36,5,139.47,27.89
2025-05-12,Email,1146.92,18,230.0,12.78
2025-05-12,Organic,3336.98,47,543.18,11.56
2025-05-12,Paid Search,5466.67,81,966.47,11.93
2025-05-12,Paid Social,3377.74,52,567.65,10.92
2025-05-13,Affiliates,592.54,8,136.98,17.12
2025-05-13,Email,827.73,11,220.45,20.04
2025-05-13,Organic,3308.98,50,558.62,11.17
2025-05-13,Paid Search,5288.72,59,723.43,12.26
2025-05-13,Paid Social,2365.04,37,500.83,13.54
2025-05-14,Affiliates,1215.11,13,132.74,10.21
2025-05-14,Email,950.34,14,207.67,14.83
2025-05-14,Organic,3639.33,46,535.22,11.64
2025-05-14,Paid Search,4501.13,71,777.14,10.95
2025-05-14,Paid Social,3329.03,42,488.12,11.62
2025-05-15,Affiliates,884.03,12,157.69,13.14
2025-05-15,Email,1350.3899999999999,18,301.79,16.77
2025-05-15,Organic,3967.61,54,750.41,13.9
2025-05-15,Paid Search,4110.28,52,872.75,16.78
2025-05-15,Paid Social,4242.42,41,636.21,15.52
2025-05-16,Affiliates,1121.89,16,138.35,8.65
2025-05-16,Email,1540.9199999999998,20,215.0,10.75
2025-05-16,Organic,3571.61,51,469.27,9.2
2025-05-16,Paid Search,3145.56,57,611.36,10.73
2025-05-16,Paid Social,3165.55,47,435.61,9.27
2025-05-17,Affiliates,589.33,15,118.7,7.91
2025-05-17,Email,1336.97,16,173.74,10.86
2025-05-17,Organic,2334.36,32,392.21,12.26
2025-05-17,Paid Search,4534.27,61,607.24,9.95
2025-05-17,Paid Social,3762.7,51,428.34,8.4
2025-05-18,Affiliates,1183.37,13,172.22,13.25
2025-05-18,Email,1425.66,21,241.62,11.51
2025-05-18,Organic,4162.88,61,670.88,11.0
2025-05-18,Paid Search,5721.02,86,863.67,10.04
2025-05-18,Paid Social,3755.55,52,622.05,11.96
2025-05-19,Affiliates,901.4599999999999,8,144.52,18.07
2025-05-19,Email,984.19,18,178.18,9.9
2025-05-19,Organic,3016.94,42,483.05,11.5
2025-05-19,Paid Search,4932.64,61,679.05,11.13
2025-05-19,Paid Social,2144.77,33,494.93,15.0
2025-05-20,Affiliates,1804.18,16,142.19,8.89
2025-05-20,Email,853.84,11,156.77,14.25
2025-05-20,Organic,2886.68,32,455.73,14.24
2025-05-20,Paid Search,2369.21,35,576.05,16.46
2025-05-20,Paid Social,2009.03,33,492.19,14.91
2025-05-21,Affiliates,589.27,9,125.49,13.94
2025-05-21,Email,1706.24,20,248.47,12.42
2025-05-21,Organic,2470.02,40,675.14,16.88
2025-05-21,Paid Search,4392.64,60,870.91,14.52
2025-05-21,Paid Social,2250.06,32,589.81,18.43
2025-05-22,Affiliates,908.97,8,148.3,18.54
2025-05-22,Email,1022.0699999999999,9,202.04,22.45
2025-05-22,Organic,3310.13,49,539.48,11.01
2025-05-22,Paid Search,4034.9,52,760.86,14.63
2025-05-22,Paid Social,2246.56,32,498.64,15.58
2025-05-23,Affiliates,1476.48,18,133.59,7.42
2025-05-23,Email,1238.77,21,175.78,8.37
2025-05-23,Organic,2600.04,38,427.13,11.24
2025-05-23,Paid Search,5286.42,65,631.03,9.71
2025-05-23,Paid Social,2611.76,36,390.22,10.84
2025-05-24,Affiliates,1321.22,15,232.05,15.47
2025-05-24,Email,1090.39,18,308.38,17.13
2025-05-24,Organic,4354.73,58,748.04,12.9
2025-05-24,Paid Search,3646.78,56,1007.57,17.99
2025-05-24,Paid Social,3346.65,47,757.2,16.11
2025-05-25,Affiliates,498.12,10,119.61,11.96
2025-05-25,Email,1644.5700000000002,26,204.79,7.88
2025-05-25,Organic,3360.45,41,454.88,11.09
2025-05-25,Paid Search,4261.4,63,579.92,9.21
2025-05-25,Paid Social,3995.44,53,453.06,8.55
2025-05-26,Affiliates,1965.41,22,149.71,6.81
2025-05-26,Email,2555.93,36,253.85,7.05
2025-05-26,Organic,5157.09,70,509.87,7.28
2025-05-26,Paid Search,5181.89,68,729.01,10.72
2025-05-26,Paid Social,4081.09,60,527.23,8.79
2025-05-27,Affiliates,745.16,10,113.87,11.39
2025-05-27,Email,474.17,8,158.49,19.81
2025-05-27,Organic,3103.7,44,373.92,8.5
2025-05-27,Paid Search,4227.22,56,509.33,9.1
2025-05-27,Paid Social,1387.32,24,383.15,15.96
2025-05-28,Affiliates,696.4300000000001,9,158.34,17.59
2025-05-28,Email,1033.56,14,211.12,15.08
